Title,Creator,Contributors,TulaneName,FullName,FirstName,LastName,BirthYear,DeathYear,Description,Notes,Date,Language,Identifier,Source,Relation,Coverage-Spatial,Collection,Rights,Publisher,Contact Information,Type,Format,Cataloger,Cataloged Date,Object File Name,Image Resolution (Archival),Image Bit-Depth (Archival),Color Mode (Archival),Extent (Archival),Image Manipulation (Archival),File Size (Archival),Hardware/Software (Archival),Digitized By,Digitized Date,File to Upload,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path,Location URI
Apollo Brass Band,,,"Edwards, Harold",Harold Edwards,Harold,Edwards,,,"Octave Coleman, bd, Irwin Jones, tb, Walter Payton, Jr, sous, Jesse Lee, tb, Harold Edwards, sn d, Nat Dowl, tp, Chuck Fortier, ts, John Henry McNeil, tp, Frank Morton, ts, and Clyde LeBeau, tp, gathered on the grass of the neutral ground in front of the ILA building. Fourth and Claiborne, New Orleans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/22,22,,,
Apollo Brass Band,,,"Dowl, Nat",Nat Dowl,Nat,Dowl,,,"Octave Coleman, bd, Irwin Jones, tb, Walter Payton, Jr, sous, Jesse Lee, tb, Harold Edwards, sn d, Nat Dowl, tp, Chuck Fortier, ts, John Henry McNeil, tp, Frank Morton, ts, and Clyde LeBeau, tp, gathered on the grass of the neutral ground in front of the ILA building. Fourth and Claiborne, New Orleans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/22,22,,,
Apollo Brass Band,,,"Fortier, Chuck",Chuck Fortier,Chuck,Fortier,,,"Octave Coleman, bd, Irwin Jones, tb, Walter Payton, Jr, sous, Jesse Lee, tb, Harold Edwards, sn d, Nat Dowl, tp, Chuck Fortier, ts, John Henry McNeil, tp, Frank Morton, ts, and Clyde LeBeau, tp, gathered on the grass of the neutral ground in front of the ILA building. Fourth and Claiborne, New Orleans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/22,22,,,
Apollo Brass Band,,,"McNeil, John Henry",John Henry McNeil,John Henry,McNeil,,,"Octave Coleman, bd, Irwin Jones, tb, Walter Payton, Jr, sous, Jesse Lee, tb, Harold Edwards, sn d, Nat Dowl, tp, Chuck Fortier, ts, John Henry McNeil, tp, Frank Morton, ts, and Clyde LeBeau, tp, gathered on the grass of the neutral ground in front of the ILA building. Fourth and Claiborne, New Orleans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/22,22,,,
Apollo Brass Band,,,"Morton, Frank",Frank Morton,Frank,Morton,,,"Octave Coleman, bd, Irwin Jones, tb, Walter Payton, Jr, sous, Jesse Lee, tb, Harold Edwards, sn d, Nat Dowl, tp, Chuck Fortier, ts, John Henry McNeil, tp, Frank Morton, ts, and Clyde LeBeau, tp, gathered on the grass of the neutral ground in front of the ILA building. Fourth and Claiborne, New Orleans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/22,22,,,
Apollo Brass Band,,,"LeBeau, Clyde",Clyde LeBeau,Clyde,LeBeau,,,"Octave Coleman, bd, Irwin Jones, tb, Walter Payton, Jr, sous, Jesse Lee, tb, Harold Edwards, sn d, Nat Dowl, tp, Chuck Fortier, ts, John Henry McNeil, tp, Frank Morton, ts, and Clyde LeBeau, tp, gathered on the grass of the neutral ground in front of the ILA building. Fourth and Claiborne, New Orleans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/22,22,,,
Louis Armstrong,,,"Armstrong, Lil Hardin, 1902-1971",Lil Hardin Armstrong,Lil Hardin,Armstrong,1902,1971,with cloth around head and shaving cream on face with Lil Hardin Armstrong; Lil was visiting Louis backstage; (another shot from this set was used in EBONY),,1955,,See 'reference url' on navigation bar.,Original print given to William Russell by Lil Armstrong,,Paris (Fr.),,Copyright is in accordance with U.S. Copyright law,,raeburn@tulane.edu,,,EC,03/13/13,OPH000026,,,,,,,,,,,,03/13/13,03/13/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/23,23,24.jp2,/p16313coll33/image/24.jp2,http:/sws.geonames.org/6455259/
Louis Armstrong,,,"Armstrong, Louis, 1901-1971",Louis Armstrong,Louis,Armstrong,1901,1971,with cloth around head and shaving cream on face with Lil Hardin Armstrong; Lil was visiting Louis backstage; (another shot from this set was used in EBONY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/23,23,,,
Louis Armstrong,"Russel, William",,"Armstrong, Louis, 1901-1971",Louis Armstrong,Louis,Armstrong,1901,1971,as King of the Zulus. #1) Uptown #2) back of auditorium about 4:00 p.m.,,1949,,See 'reference url' on navigation bar.,,,New Orleans (La.),,Copyright is in accordance with U.S. Copyright law,,raeburn@tulane.edu,,,EC,03/13/13,OPH000027,,,,,,,,,,,,03/13/13,03/13/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/24,24,25.jp2,/p16313coll33/image/25.jp2,http://sws.geonames.org/4335053/
Louis Armstrong,"Perry, Don",,"Armstrong, Louis, 1901-1971",Louis Armstrong,Louis,Armstrong,1901,1971,atop float as King of the Zulus,,1949,,See 'reference url' on navigation bar.,,,New Orleans (La.),,Copyright is in accordance with U.S. Copyright law,,raeburn@tulane.edu,,,EC,03/13/13,OPH000028,,,,,,,,,,,,03/13/13,03/13/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/25,25,26.jp2,/p16313coll33/image/26.jp2,http://sws.geonames.org/4335053/
Louis Armstrong,"Perry, Don",,"Armstrong, Louis, 1901-1971",Louis Armstrong,Louis,Armstrong,1901,1971,as King of the Zulus,,1949,,See 'reference url' on navigation bar.,,,New Orleans (La.),,Copyright is in accordance with U.S. Copyright law,,raeburn@tulane.edu,,,EC,03/13/13,OPH000029,,,,,,,,,,,,03/13/13,03/13/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/26,26,27.jp2,/p16313coll33/image/27.jp2,http://sws.geonames.org/4335053/
Louis Armstrong,"Perry, Don",,"Armstrong, Louis, 1901-1971",Louis Armstrong,Louis,Armstrong,1901,1971,(middle) as King of the Zulus,,1949,,See 'reference url' on navigation bar.,,,New Orleans (La.),,Copyright is in accordance with U.S. Copyright law,,raeburn@tulane.edu,,,EC,03/13/13,OPH000030,,,,,,,,,,,,03/13/13,03/13/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/27,27,28.jp2,/p16313coll33/image/28.jp2,http://sws.geonames.org/4335053/
Louis Armstrong,"Perry, Don",,"Armstrong, Louis, 1901-1971",Louis Armstrong,Louis,Armstrong,1901,1971,(on right) as King of the Zulus,,1949,,See 'reference url' on navigation bar.,,,New Orleans (La.),,Copyright is in accordance with U.S. Copyright law,,raeburn@tulane.edu,,,EC,03/13/13,OPH000031,,,,,,,,,,,,03/13/13,03/13/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/28,28,29.jp2,/p16313coll33/image/29.jp2,http://sws.geonames.org/4335053/
Louis Armstrong,"Perry, Don",,"Armstrong, Louis, 1901-1971",Louis Armstrong,Louis,Armstrong,1901,1971,(middle) as King of the Zulus,,1949,,See 'reference url' on navigation bar.,,,New Orleans (La.),,Copyright is in accordance with U.S. Copyright law,,raeburn@tulane.edu,,,EC,03/13/13,OPH000032,,,,,,,,,,,,03/13/13,03/13/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/29,29,30.jp2,/p16313coll33/image/30.jp2,http://sws.geonames.org/4335053/
Louis Armstrong,"Perry, Don",,"Armstrong, Louis, 1901-1971",Louis Armstrong,Louis,Armstrong,1901,1971,(middle) as King of the Zulus,,1949,,See 'reference url' on navigation bar.,,,New Orleans (La.),,Copyright is in accordance with U.S. Copyright law,,raeburn@tulane.edu,,,EC,03/13/13,OPH000033,,,,,,,,,,,,03/13/13,03/13/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/30,30,31.jp2,/p16313coll33/image/31.jp2,http://sws.geonames.org/4335053/
Louis Armstrong,"Perry, Don",,"Armstrong, Louis, 1901-1971",Louis Armstrong,Louis,Armstrong,1901,1971,"with Jack Teagarden, tb, Sid Catlett, d, Barney Bigard, cl. Broadcast for WDSU",,1949-03,,See 'reference url' on navigation bar.,,,,,Copyright is in accordance with U.S. Copyright law,,raeburn@tulane.edu,,,EC,03/13/13,OPH000034,,,,,,,,,,,,03/13/13,03/13/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/31,31,32.jp2,/p16313coll33/image/32.jp2,
Louis Armstrong,,,"Teagarden, Jack, 1905-1964",Jack Teagarden,Jack,Teagarden,1905,1964,"with Jack Teagarden, tb, Sid Catlett, d, Barney Bigard, cl. Broadcast for WDSU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/31,31,,,
Louis Armstrong,,,"Catlett, Sid, 1910-1951",Sid Catlett,Sid,Catlett,1910,1951,"with Jack Teagarden, tb, Sid Catlett, d, Barney Bigard, cl. Broadcast for WDSU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/31,31,,,
Louis Armstrong,,,"Bigard, Barney, 1906-1980",Barney Bigard,Barney,Bigard,1906,1980,"with Jack Teagarden, tb, Sid Catlett, d, Barney Bigard, cl. Broadcast for WDSU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/31,31,,,
Louis Armstrong,"Perry, Don",,"Armstrong, Louis, 1901-1971",Louis Armstrong,Louis,Armstrong,1901,1971,"with Jack Teagarden, tb, Sid Catlett, d, Barney Bigard, cl. Broadcast for WDSU",,1949-03,,See 'reference url' on navigation bar.,,,,,Copyright is in accordance with U.S. Copyright law,,raeburn@tulane.edu,,,EC,03/13/13,OPH000035,,,,,,,,,,,,03/13/13,03/13/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/32,32,33.jp2,/p16313coll33/image/33.jp2,
Louis Armstrong,,,"Teagarden, Jack, 1905-1964",Jack Teagarden,Jack,Teagarden,1905,1964,"with Jack Teagarden, tb, Sid Catlett, d, Barney Bigard, cl. Broadcast for WDSU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/32,32,,,
Louis Armstrong,,,"Catlett, Sid, 1910-1951",Sid Catlett,Sid,Catlett,1910,1951,"with Jack Teagarden, tb, Sid Catlett, d, Barney Bigard, cl. Broadcast for WDSU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/32,32,,,
Louis Armstrong,,,"Bigard, Barney, 1906-1980",Barney Bigard,Barney,Bigard,1906,1980,"with Jack Teagarden, tb, Sid Catlett, d, Barney Bigard, cl. Broadcast for WDSU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/32,32,,,
Louis Armstrong,"Perry, Don",,"Armstrong, Louis, 1901-1971",Louis Armstrong,Louis,Armstrong,1901,1971,"with Jack Teagarden, tb, Sid Catlett, d, Barney Bigard, cl, and Arvell Shaw, b. Broadcast for WDSU",,1949-03,,See 'reference url' on navigation bar.,,,,,Copyright is in accordance with U.S. Copyright law,,raeburn@tulane.edu,,,EC,03/13/13,OPH000036,,,,,,,,,,,,03/13/13,03/13/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/33,33,34.jp2,/p16313coll33/image/34.jp2,
Louis Armstrong,,,"Teagarden, Jack, 1905-1964",Jack Teagarden,Jack,Teagarden,1905,1964,"with Jack Teagarden, tb, Sid Catlett, d, Barney Bigard, cl, and Arvell Shaw, b. Broadcast for WDSU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/33,33,,,
Louis Armstrong,,,"Catlett, Sid, 1910-1951",Sid Catlett,Sid,Catlett,1910,1951,"with Jack Teagarden, tb, Sid Catlett, d, Barney Bigard, cl, and Arvell Shaw, b. Broadcast for WDSU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/33,33,,,
Louis Armstrong,,,"Bigard, Barney, 1906-1980",Barney Bigard,Barney,Bigard,1906,1980,"with Jack Teagarden, tb, Sid Catlett, d, Barney Bigard, cl, and Arvell Shaw, b. Broadcast for WDSU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/33,33,,,
Louis Armstrong,,,"Shaw, Arvell, 1923-2002",Arvell Shaw,Arvell,Shaw,1923,2002,"with Jack Teagarden, tb, Sid Catlett, d, Barney Bigard, cl, and Arvell Shaw, b. Broadcast for WDSU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/33,33,,,
Louis Armstrong,"Perry, Don",,"Armstrong, Louis, 1901-1971",Louis Armstrong,Louis,Armstrong,1901,1971,Broadcast for WDSU,,1949-03,,See 'reference url' on navigation bar.,,,,,Copyright is in accordance with U.S. Copyright law,,raeburn@tulane.edu,,,EC,03/13/13,OPH000037,,,,,,,,,,,,03/13/13,03/13/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/34,34,35.jp2,/p16313coll33/image/35.jp2,
Louis Armstrong,,,"Armstrong, Louis, 1901-1971",Louis Armstrong,Louis,Armstrong,1901,1971,Broadcast for WDSU,,1936,,See 'reference url' on navigation bar.,,,,Jack Bradley Collection,Copyright is in accordance with U.S. Copyright law,,raeburn@tulane.edu,,,EC,03/13/13,OPH000038,,,,,,,,,,,,03/13/13,03/13/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/35,35,36.jp2,/p16313coll33/image/36.jp2,
Louis Armstrong,,,"Armstrong, Louis, 1901-1971",Louis Armstrong,Louis,Armstrong,1901,1971,Broadcast for WDSU,,1932,,See 'reference url' on navigation bar.,Original print property of William Russell,,,Gibson Photographers-Chicago,Copyright is in accordance with U.S. Copyright law,,raeburn@tulane.edu,,,EC,03/13/13,OPH000039,,,,,,,,,,,,03/13/13,03/13/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/36,36,37.jp2,/p16313coll33/image/37.jp2,
Louis Armstrong,,,"Armstrong, Louis, 1901-1971",Louis Armstrong,Louis,Armstrong,1901,1971,Broadcast for WDSU,,1931,,See 'reference url' on navigation bar.,Copy of William Russell's original print,,,Gibson Photographers-Chicago,Copyright is in accordance with U.S. Copyright law,,raeburn@tulane.edu,,,EC,03/13/13,OPH000040,,,,,,,,,,,,03/13/13,03/13/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/37,37,38.jp2,/p16313coll33/image/38.jp2,
Louis Armstrong,,,"Armstrong, Louis, 1901-1971",Louis Armstrong,Louis,Armstrong,1901,1971,Inscription at picture bottom:'To my cousin Isaac Miles from Louis Armstrong 5/7/31',,1931,,See 'reference url' on navigation bar.,,,,,Copyright is in accordance with U.S. Copyright law,,raeburn@tulane.edu,,,EC,03/13/13,OPH000041,,,,,,,,,,,,03/13/13,03/13/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/38,38,39.jp2,/p16313coll33/image/39.jp2,
Louis Armstrong Band,"Bedou [see: THE LOUISIANA WEEKLY, August 22, 1931, p.1]",,"Armstrong, Louis, 1901-1971",Louis Armstrong,Louis,Armstrong,1901,1971,"on visit to Jones Home Band members, l-r: John Lindsay, George James, Z.T. Randolph, Mike McKendrick, Fred Hall, Louis Armstrong, Charles Alexander, Al Washington, Preston Jackson, and Lester Boone; Mr. Peter Davis, Armstrong's teacher, standing 3rd row, right. Boys Home band members unidentified, holding instruments donated to them by the Unity Industrial life Insurance Company. Municipal Boys' Home",,1931-08,,See 'reference url' on navigation bar.,,,,John St. Cyr Collection,Copyright is in accordance with U.S. Copyright law,,raeburn@tulane.edu,,,EC,03/13/13,OPH000042,,,,,,,,,,,,03/13/13,03/13/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/39,39,40.jp2,/p16313coll33/image/40.jp2,
Louis Armstrong Band,,,"Lindsay, Geoge James",Geoge James Lindsay,Geoge James,Lindsay,,,"on visit to Jones Home Band members, l-r: John Lindsay, George James, Z.T. Randolph, Mike McKendrick, Fred Hall, Louis Armstrong, Charles Alexander, Al Washington, Preston Jackson, and Lester Boone; Mr. Peter Davis, Armstrong's teacher, standing 3rd row, right. Boys Home band members unidentified, holding instruments donated to them by the Unity Industrial life Insurance Company. Municipal Boys' Home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/39,39,,,
Louis Armstrong Band,,,"Randolph, Z.T.",Z.T. Randolph,Z.T.,Randolph,,,"on visit to Jones Home Band members, l-r: John Lindsay, George James, Z.T. Randolph, Mike McKendrick, Fred Hall, Louis Armstrong, Charles Alexander, Al Washington, Preston Jackson, and Lester Boone; Mr. Peter Davis, Armstrong's teacher, standing 3rd row, right. Boys Home band members unidentified, holding instruments donated to them by the Unity Industrial life Insurance Company. Municipal Boys' Home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/39,39,,,
Louis Armstrong Band,,,"McKendrick, Mike",Mike McKendrick,Mike,McKendrick,,,"on visit to Jones Home Band members, l-r: John Lindsay, George James, Z.T. Randolph, Mike McKendrick, Fred Hall, Louis Armstrong, Charles Alexander, Al Washington, Preston Jackson, and Lester Boone; Mr. Peter Davis, Armstrong's teacher, standing 3rd row, right. Boys Home band members unidentified, holding instruments donated to them by the Unity Industrial life Insurance Company. Municipal Boys' Home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/39,39,,,
Louis Armstrong Band,,,"Hall, Fred",Fred Hall,Fred,Hall,,,"on visit to Jones Home Band members, l-r: John Lindsay, George James, Z.T. Randolph, Mike McKendrick, Fred Hall, Louis Armstrong, Charles Alexander, Al Washington, Preston Jackson, and Lester Boone; Mr. Peter Davis, Armstrong's teacher, standing 3rd row, right. Boys Home band members unidentified, holding instruments donated to them by the Unity Industrial life Insurance Company. Municipal Boys' Home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/39,39,,,
Louis Armstrong Band,,,"Alexander, Charles",Charles Alexander,Charles,Alexander,,,"on visit to Jones Home Band members, l-r: John Lindsay, George James, Z.T. Randolph, Mike McKendrick, Fred Hall, Louis Armstrong, Charles Alexander, Al Washington, Preston Jackson, and Lester Boone; Mr. Peter Davis, Armstrong's teacher, standing 3rd row, right. Boys Home band members unidentified, holding instruments donated to them by the Unity Industrial life Insurance Company. Municipal Boys' Home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/39,39,,,
Louis Armstrong Band,,,"Washington, Al",Al Washington,Al,Washington,,,"on visit to Jones Home Band members, l-r: John Lindsay, George James, Z.T. Randolph, Mike McKendrick, Fred Hall, Louis Armstrong, Charles Alexander, Al Washington, Preston Jackson, and Lester Boone; Mr. Peter Davis, Armstrong's teacher, standing 3rd row, right. Boys Home band members unidentified, holding instruments donated to them by the Unity Industrial life Insurance Company. Municipal Boys' Home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/39,39,,,
Louis Armstrong Band,,,"Jackson, Preston",Preston Jackson,Preston,Jackson,,,"on visit to Jones Home Band members, l-r: John Lindsay, George James, Z.T. Randolph, Mike McKendrick, Fred Hall, Louis Armstrong, Charles Alexander, Al Washington, Preston Jackson, and Lester Boone; Mr. Peter Davis, Armstrong's teacher, standing 3rd row, right. Boys Home band members unidentified, holding instruments donated to them by the Unity Industrial life Insurance Company. Municipal Boys' Home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/39,39,,,
Louis Armstrong Band,,,"Boone, Lester",Lester Boone,Lester,Boone,,,"on visit to Jones Home Band members, l-r: John Lindsay, George James, Z.T. Randolph, Mike McKendrick, Fred Hall, Louis Armstrong, Charles Alexander, Al Washington, Preston Jackson, and Lester Boone; Mr. Peter Davis, Armstrong's teacher, standing 3rd row, right. Boys Home band members unidentified, holding instruments donated to them by the Unity Industrial life Insurance Company. Municipal Boys' Home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/39,39,,,
Louis Armstrong Band,,,"Davis, Peter",Peter Davis,Peter,Davis,,,"on visit to Jones Home Band members, l-r: John Lindsay, George James, Z.T. Randolph, Mike McKendrick, Fred Hall, Louis Armstrong, Charles Alexander, Al Washington, Preston Jackson, and Lester Boone; Mr. Peter Davis, Armstrong's teacher, standing 3rd row, right. Boys Home band members unidentified, holding instruments donated to them by the Unity Industrial life Insurance Company. Municipal Boys' Home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/39,39,,,
Louis Armstrong,,,"Armstrong, Louis, 1901-1971",Louis Armstrong,Louis,Armstrong,1901,1971,"with Armstrong's Secret 9 Baseball Team of New Orleans, Louisiana",,1931,,See 'reference url' on navigation bar.,Copy from William Russell print,,New Orleans (La.),,Copyright is in accordance with U.S. Copyright law,,raeburn@tulane.edu,,,EC,03/13/13,OPH000043,,,,,,,,,,,,03/13/13,03/13/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/40,40,41.jp2,/p16313coll33/image/41.jp2,http://sws.geonames.org/4335053/
Louis Armstrong Band,"Paddio, Villard",,"Armstrong, Louis, 1901-1971",Louis Armstrong,Louis,Armstrong,1901,1971,"Personnel not listed; during engagement in club. Suburban Gardens, New Orleans",,1931,,See 'reference url' on navigation bar.,Copy of picture owned by William Russell,,New Orleans (La.),,Copyright is in accordance with U.S. Copyright law,,raeburn@tulane.edu,,,EC,03/13/13,OPH000044,,,,,,,,,,,,03/13/13,03/13/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/41,41,42.jp2,/p16313coll33/image/42.jp2,http://sws.geonames.org/4335053/
